date_time	temperature_celsius
2026-08-24 15:52:54.993	31.5
2026-08-24 15:52:55.996	31.5
2026-08-24 15:52:56.997	31.5
2026-08-24 15:52:57.998	31.75
2026-08-24 15:52:58.999	31.75
2026-08-24 15:53:00.004	32.0
2026-08-24 15:53:01.006	32.0
2026-08-24 15:53:02.007	32.0
2026-08-24 15:53:03.011	32.0
2026-08-24 15:53:04.013	32.0
2026-08-24 15:53:05.014	32.0
2026-08-24 15:53:06.016	32.25
2026-08-24 15:53:07.018	32.25
2026-08-24 15:53:08.019	32.25
2026-08-24 15:53:09.020	32.25
2026-08-24 15:53:10.021	32.5
2026-08-24 15:53:11.022	32.5
2026-08-24 15:53:12.024	32.5
2026-08-24 15:53:13.025	32.5
2026-08-24 15:53:14.026	32.75
2026-08-24 15:53:15.027	32.75
2026-08-24 15:53:16.029	32.75
2026-08-24 15:53:17.030	32.75
2026-08-24 15:53:18.032	32.75
2026-08-24 15:53:19.033	33.0
2026-08-24 15:53:20.035	33.0
2026-08-24 15:53:21.036	33.0
2026-08-24 15:53:22.038	33.0
2026-08-24 15:53:23.039	33.0
2026-08-24 15:53:24.041	33.25
2026-08-24 15:53:25.042	33.25
2026-08-24 15:53:26.043	33.25
2026-08-24 15:53:27.045	33.25
2026-08-24 15:53:28.046	33.5
2026-08-24 15:53:29.048	33.5
2026-08-24 15:53:30.050	33.5
2026-08-24 15:53:31.052	33.5
2026-08-24 15:53:32.053	33.75
2026-08-24 15:53:33.055	33.75
2026-08-24 15:53:34.057	33.75
2026-08-24 15:53:35.058	33.75
2026-08-24 15:53:36.060	34.0
2026-08-24 15:53:37.061	34.0
2026-08-24 15:53:38.062	34.0
2026-08-24 15:53:39.064	34.0
2026-08-24 15:53:40.065	34.0
2026-08-24 15:53:41.066	34.25
2026-08-24 15:53:42.068	34.25
2026-08-24 15:53:43.070	34.25
2026-08-24 15:53:44.071	34.5
2026-08-24 15:53:45.072	34.5
2026-08-24 15:53:46.074	34.5
2026-08-24 15:53:47.075	34.5
2026-08-24 15:53:48.076	34.75
2026-08-24 15:53:49.076	34.75
2026-08-24 15:53:50.077	34.75
2026-08-24 15:53:51.079	34.75
2026-08-24 15:53:52.080	35.0
2026-08-24 15:53:53.081	35.0
2026-08-24 15:53:54.082	35.0
2026-08-24 15:53:55.084	35.0
2026-08-24 15:53:56.085	35.0
2026-08-24 15:53:57.086	35.25
2026-08-24 15:53:58.088	35.25
2026-08-24 15:53:59.089	35.25
2026-08-24 15:54:00.090	35.25
2026-08-24 15:54:01.091	35.25
2026-08-24 15:54:02.092	35.5
2026-08-24 15:54:03.097	35.5
2026-08-24 15:54:04.100	35.5
2026-08-24 15:54:05.101	35.5
2026-08-24 15:54:06.102	35.75
2026-08-24 15:54:07.103	35.75
2026-08-24 15:54:08.104	35.75
2026-08-24 15:54:09.105	35.75
2026-08-24 15:54:10.106	35.75
2026-08-24 15:54:11.107	36.0
2026-08-24 15:54:12.108	36.0
2026-08-24 15:54:13.109	36.0
2026-08-24 15:54:14.110	36.0
2026-08-24 15:54:15.112	36.0
2026-08-24 15:54:16.113	36.25
2026-08-24 15:54:17.114	36.25
2026-08-24 15:54:18.115	36.25
2026-08-24 15:54:19.116	36.25
2026-08-24 15:54:20.118	36.25
2026-08-24 15:54:21.119	36.25
2026-08-24 15:54:22.121	36.25
2026-08-24 15:54:23.122	36.5
2026-08-24 15:54:24.123	36.5
2026-08-24 15:54:25.124	36.5
2026-08-24 15:54:26.125	36.5
2026-08-24 15:54:27.126	36.75
2026-08-24 15:54:28.127	36.75
2026-08-24 15:54:29.129	36.75
2026-08-24 15:54:30.130	37.0
2026-08-24 15:54:31.131	37.0
2026-08-24 15:54:32.132	37.0
2026-08-24 15:54:33.133	37.0
2026-08-24 15:54:34.134	37.0
2026-08-24 15:54:35.135	37.0
2026-08-24 15:54:36.136	37.25
2026-08-24 15:54:37.137	37.25
2026-08-24 15:54:38.138	37.25
2026-08-24 15:54:39.139	37.5
2026-08-24 15:54:40.140	37.5
2026-08-24 15:54:41.142	37.5
2026-08-24 15:54:42.143	37.5
2026-08-24 15:54:43.144	37.75
2026-08-24 15:54:44.145	37.75
2026-08-24 15:54:45.146	37.75
2026-08-24 15:54:46.147	37.75
2026-08-24 15:54:47.148	38.0
2026-08-24 15:54:48.149	38.0
2026-08-24 15:54:49.150	38.0
2026-08-24 15:54:50.151	38.0
2026-08-24 15:54:51.153	38.0
2026-08-24 15:54:52.154	38.25
2026-08-24 15:54:53.155	38.25
2026-08-24 15:54:54.157	38.25
2026-08-24 15:54:55.158	38.5
2026-08-24 15:54:56.159	38.5
2026-08-24 15:54:57.160	38.5
2026-08-24 15:54:58.161	38.5
2026-08-24 15:54:59.162	38.5
2026-08-24 15:55:00.163	38.5
2026-08-24 15:55:01.164	38.5
2026-08-24 15:55:02.165	38.75
2026-08-24 15:55:03.166	38.75
2026-08-24 15:55:04.168	38.75
2026-08-24 15:55:05.169	39.0
2026-08-24 15:55:06.170	39.0
2026-08-24 15:55:07.171	39.0
2026-08-24 15:55:08.172	39.0
2026-08-24 15:55:09.173	39.0
2026-08-24 15:55:10.174	39.25
2026-08-24 15:55:11.175	39.25
2026-08-24 15:55:12.175	39.25
2026-08-24 15:55:13.176	39.25
2026-08-24 15:55:14.177	39.5
2026-08-24 15:55:15.179	39.5
2026-08-24 15:55:16.180	39.5
2026-08-24 15:55:17.181	39.5
2026-08-24 15:55:18.182	39.5
2026-08-24 15:55:19.183	39.5
2026-08-24 15:55:20.184	39.5
2026-08-24 15:55:21.185	39.75
2026-08-24 15:55:22.186	39.75
2026-08-24 15:55:23.187	39.75
2026-08-24 15:55:24.188	39.75
2026-08-24 15:55:25.189	40.0
2026-08-24 15:55:26.190	40.0
2026-08-24 15:55:27.191	40.0
2026-08-24 15:55:28.192	40.0
2026-08-24 15:55:29.192	40.0
2026-08-24 15:55:30.193	40.25
2026-08-24 15:55:31.194	40.25
2026-08-24 15:55:32.195	40.25
2026-08-24 15:55:33.196	40.25
2026-08-24 15:55:34.197	40.25
2026-08-24 15:55:35.198	40.5
2026-08-24 15:55:36.199	40.5
2026-08-24 15:55:37.200	40.5
2026-08-24 15:55:38.201	40.5
2026-08-24 15:55:39.203	40.5
2026-08-24 15:55:40.204	40.5
2026-08-24 15:55:41.204	40.5
2026-08-24 15:55:42.205	40.75
2026-08-24 15:55:43.206	40.75
2026-08-24 15:55:44.208	40.75
2026-08-24 15:55:45.210	40.75
2026-08-24 15:55:46.212	40.75
2026-08-24 15:55:47.213	40.75
2026-08-24 15:55:48.214	40.75
2026-08-24 15:55:49.215	41.0
2026-08-24 15:55:50.216	41.0
2026-08-24 15:55:51.217	41.0
2026-08-24 15:55:52.218	41.0
2026-08-24 15:55:53.218	40.75
2026-08-24 15:55:54.219	41.0
2026-08-24 15:55:55.220	41.0
2026-08-24 15:55:56.221	41.0
2026-08-24 15:55:57.222	41.0
2026-08-24 15:55:58.223	41.0
2026-08-24 15:55:59.224	41.0
2026-08-24 15:56:00.225	41.0
2026-08-24 15:56:01.226	41.0
2026-08-24 15:56:02.227	41.0
2026-08-24 15:56:03.228	41.0
2026-08-24 15:56:04.230	41.0
2026-08-24 15:56:05.231	41.0
2026-08-24 15:56:06.232	41.0
2026-08-24 15:56:07.233	41.0
2026-08-24 15:56:08.234	41.0
2026-08-24 15:56:09.234	41.0
2026-08-24 15:56:10.235	41.0
2026-08-24 15:56:11.236	41.0
2026-08-24 15:56:12.237	41.0
2026-08-24 15:56:13.238	41.0
2026-08-24 15:56:14.239	41.0
2026-08-24 15:56:15.240	41.0
2026-08-24 15:56:16.242	41.0
2026-08-24 15:56:17.244	41.0
2026-08-24 15:56:18.245	41.0
2026-08-24 15:56:19.246	41.0
2026-08-24 15:56:20.246	40.75
2026-08-24 15:56:21.247	41.0
2026-08-24 15:56:22.249	41.0
2026-08-24 15:56:23.250	41.0
2026-08-24 15:56:24.251	41.0
2026-08-24 15:56:25.252	41.0
2026-08-24 15:56:26.253	41.0
2026-08-24 15:56:27.254	40.75
2026-08-24 15:56:28.256	40.75
2026-08-24 15:56:29.257	40.75
2026-08-24 15:56:30.258	40.75
2026-08-24 15:56:31.259	40.75
2026-08-24 15:56:32.261	40.75
2026-08-24 15:56:33.262	40.75
2026-08-24 15:56:34.263	40.75
2026-08-24 15:56:35.264	40.75
2026-08-24 15:56:36.265	40.5
2026-08-24 15:56:37.266	40.75
2026-08-24 15:56:38.269	40.5
2026-08-24 15:56:39.269	40.5
2026-08-24 15:56:40.270	40.5
2026-08-24 15:56:41.271	40.5
2026-08-24 15:56:42.272	40.5
2026-08-24 15:56:43.273	40.5
2026-08-24 15:56:44.276	40.5
2026-08-24 15:56:45.276	40.5
2026-08-24 15:56:46.278	40.5
2026-08-24 15:56:47.280	40.5
2026-08-24 15:56:48.280	40.5
2026-08-24 15:56:49.281	40.5
2026-08-24 15:56:50.282	40.5
2026-08-24 15:56:51.283	40.5
2026-08-24 15:56:52.284	40.5
2026-08-24 15:56:53.285	40.5
2026-08-24 15:56:54.286	40.5
2026-08-24 15:56:55.287	40.5
2026-08-24 15:56:56.292	40.25
2026-08-24 15:56:57.293	40.5
2026-08-24 15:56:58.294	40.25
2026-08-24 15:56:59.295	40.5
2026-08-24 15:57:00.296	40.25
2026-08-24 15:57:01.300	40.25
2026-08-24 15:57:02.301	40.25
2026-08-24 15:57:03.302	40.25
2026-08-24 15:57:04.303	40.25
2026-08-24 15:57:05.304	40.25
2026-08-24 15:57:06.305	40.25
2026-08-24 15:57:07.306	40.25
2026-08-24 15:57:08.307	40.25
2026-08-24 15:57:09.308	40.25
2026-08-24 15:57:10.309	40.25
2026-08-24 15:57:11.310	40.25
2026-08-24 15:57:12.310	40.25
2026-08-24 15:57:13.311	40.25
2026-08-24 15:57:14.312	40.25
2026-08-24 15:57:15.313	40.0
2026-08-24 15:57:16.314	40.0
2026-08-24 15:57:17.315	40.0
2026-08-24 15:57:18.316	40.0
2026-08-24 15:57:19.316	40.0
2026-08-24 15:57:20.320	40.0
2026-08-24 15:57:21.321	40.0
2026-08-24 15:57:22.322	40.0
2026-08-24 15:57:23.322	40.0
2026-08-24 15:57:24.323	40.0
2026-08-24 15:57:25.324	40.0
2026-08-24 15:57:26.325	40.0
2026-08-24 15:57:27.326	40.0
2026-08-24 15:57:28.327	40.0
2026-08-24 15:57:29.328	40.0
2026-08-24 15:57:30.329	39.75
2026-08-24 15:57:31.330	39.75
2026-08-24 15:57:32.331	39.75
2026-08-24 15:57:33.332	39.75
2026-08-24 15:57:34.333	39.75
2026-08-24 15:57:35.334	39.75
2026-08-24 15:57:36.334	39.75
2026-08-24 15:57:37.335	40.0
2026-08-24 15:57:38.336	39.75
2026-08-24 15:57:39.337	39.75
2026-08-24 15:57:40.338	40.0
2026-08-24 15:57:41.339	39.75
2026-08-24 15:57:42.340	39.75
2026-08-24 15:57:43.341	39.75
2026-08-24 15:57:44.344	39.75
2026-08-24 15:57:45.345	39.75
2026-08-24 15:57:46.346	39.75
2026-08-24 15:57:47.347	39.75
2026-08-24 15:57:48.348	39.75
2026-08-24 15:57:49.348	39.75
2026-08-24 15:57:50.349	39.75
2026-08-24 15:57:51.350	39.75
2026-08-24 15:57:52.351	39.75
2026-08-24 15:57:53.353	39.75
2026-08-24 15:57:54.356	39.75
2026-08-24 15:57:55.356	39.75
2026-08-24 15:57:56.357	39.75
2026-08-24 15:57:57.358	39.75
2026-08-24 15:57:58.358	39.75
2026-08-24 15:57:59.361	40.0
2026-08-24 15:58:00.362	40.0
2026-08-24 15:58:01.363	40.0
2026-08-24 15:58:02.364	40.0
2026-08-24 15:58:03.365	40.0
2026-08-24 15:58:04.366	40.0
2026-08-24 15:58:05.366	40.0
2026-08-24 15:58:06.367	40.0
2026-08-24 15:58:07.368	40.0
2026-08-24 15:58:08.368	40.0
2026-08-24 15:58:09.369	40.25
2026-08-24 15:58:10.370	40.25
2026-08-24 15:58:11.371	40.25
2026-08-24 15:58:12.372	40.25
2026-08-24 15:58:13.372	40.25
2026-08-24 15:58:14.373	40.25
2026-08-24 15:58:15.374	40.25
2026-08-24 15:58:16.375	40.25
2026-08-24 15:58:17.376	40.5
2026-08-24 15:58:18.377	40.25
2026-08-24 15:58:19.380	40.5
2026-08-24 15:58:20.381	40.5
2026-08-24 15:58:21.382	40.5
2026-08-24 15:58:22.383	40.5
2026-08-24 15:58:23.384	40.5
2026-08-24 15:58:24.386	40.5
2026-08-24 15:58:25.388	40.5
2026-08-24 15:58:26.389	40.5
2026-08-24 15:58:27.390	40.5
2026-08-24 15:58:28.391	40.5
2026-08-24 15:58:29.392	40.5
2026-08-24 15:58:30.393	40.5
2026-08-24 15:58:31.394	40.5
2026-08-24 15:58:32.395	40.5
2026-08-24 15:58:33.395	40.5
2026-08-24 15:58:34.396	40.5
2026-08-24 15:58:35.398	40.5
2026-08-24 15:58:36.399	40.5
2026-08-24 15:58:37.400	40.5
2026-08-24 15:58:38.401	40.5
2026-08-24 15:58:39.402	40.5
2026-08-24 15:58:40.403	40.5
2026-08-24 15:58:41.404	40.5
2026-08-24 15:58:42.405	40.5
2026-08-24 15:58:43.406	40.5
2026-08-24 15:58:44.407	40.5
2026-08-24 15:58:45.408	40.5
2026-08-24 15:58:46.408	40.5
2026-08-24 15:58:47.410	40.5
2026-08-24 15:58:48.410	40.25
2026-08-24 15:58:49.411	40.5
2026-08-24 15:58:50.412	40.25
2026-08-24 15:58:51.413	40.25
2026-08-24 15:58:52.414	40.25
2026-08-24 15:58:53.415	40.25
2026-08-24 15:58:54.420	40.25
2026-08-24 15:58:55.420	40.25
2026-08-24 15:58:56.421	40.25
2026-08-24 15:58:57.422	40.25
2026-08-24 15:58:58.423	40.25
2026-08-24 15:58:59.423	40.25
2026-08-24 15:59:00.424	40.25
2026-08-24 15:59:01.425	40.25
2026-08-24 15:59:02.426	40.25
2026-08-24 15:59:03.427	40.25
2026-08-24 15:59:04.428	40.25
2026-08-24 15:59:05.429	40.0
2026-08-24 15:59:06.429	40.25
2026-08-24 15:59:07.431	40.0
2026-08-24 15:59:08.432	40.25
2026-08-24 15:59:09.432	40.0
2026-08-24 15:59:10.434	40.0
2026-08-24 15:59:11.435	40.0
2026-08-24 15:59:12.436	40.0
2026-08-24 15:59:13.437	40.0
2026-08-24 15:59:14.438	40.0
2026-08-24 15:59:15.439	40.0
2026-08-24 15:59:16.440	40.0
2026-08-24 15:59:17.441	40.0
2026-08-24 15:59:18.442	40.0
2026-08-24 15:59:19.442	40.0
2026-08-24 15:59:20.443	40.0
2026-08-24 15:59:21.444	40.0
2026-08-24 15:59:22.445	40.0
2026-08-24 15:59:23.446	40.0
2026-08-24 15:59:24.447	39.75
2026-08-24 15:59:25.447	39.75
2026-08-24 15:59:26.448	39.75
2026-08-24 15:59:27.449	39.75
2026-08-24 15:59:28.451	39.75
2026-08-24 15:59:29.452	39.75
2026-08-24 15:59:30.453	39.75
2026-08-24 15:59:31.453	39.75
2026-08-24 15:59:32.454	39.75
2026-08-24 15:59:33.454	39.75
2026-08-24 15:59:34.455	39.75
2026-08-24 15:59:35.456	39.75
2026-08-24 15:59:36.457	39.75
2026-08-24 15:59:37.458	39.75
2026-08-24 15:59:38.458	39.75
2026-08-24 15:59:39.459	39.75
2026-08-24 15:59:40.460	39.75
2026-08-24 15:59:41.461	39.75
2026-08-24 15:59:42.462	39.75
2026-08-24 15:59:43.462	39.75
2026-08-24 15:59:44.463	39.75
2026-08-24 15:59:45.464	39.75
2026-08-24 15:59:46.464	39.75
2026-08-24 15:59:47.465	39.75
2026-08-24 15:59:48.466	39.75
2026-08-24 15:59:49.467	39.75
2026-08-24 15:59:50.467	39.75
2026-08-24 15:59:51.468	39.75
2026-08-24 15:59:52.469	39.75
2026-08-24 15:59:53.470	39.75
2026-08-24 15:59:54.470	40.0
2026-08-24 15:59:55.471	40.0
2026-08-24 15:59:56.472	40.0
2026-08-24 15:59:57.473	40.0
2026-08-24 15:59:58.474	40.0
2026-08-24 15:59:59.475	40.0
2026-08-24 16:00:00.475	40.0
2026-08-24 16:00:01.476	40.0
2026-08-24 16:00:02.477	40.25
2026-08-24 16:00:03.478	40.25
2026-08-24 16:00:04.479	40.25
2026-08-24 16:00:05.480	40.25
2026-08-24 16:00:06.481	40.25
2026-08-24 16:00:07.482	40.25
2026-08-24 16:00:08.482	40.25
2026-08-24 16:00:09.483	40.25
2026-08-24 16:00:10.484	40.5
2026-08-24 16:00:11.485	40.5
2026-08-24 16:00:12.487	40.5
2026-08-24 16:00:13.488	40.5
2026-08-24 16:00:14.488	40.5
2026-08-24 16:00:15.491	40.5
2026-08-24 16:00:16.492	40.5
2026-08-24 16:00:17.493	40.5
2026-08-24 16:00:18.494	40.5
2026-08-24 16:00:19.494	40.5
2026-08-24 16:00:20.495	40.5
2026-08-24 16:00:21.496	40.5
2026-08-24 16:00:22.498	40.5
2026-08-24 16:00:23.499	40.5
2026-08-24 16:00:24.501	40.5
2026-08-24 16:00:25.501	40.5
2026-08-24 16:00:26.503	40.5
2026-08-24 16:00:27.504	40.5
2026-08-24 16:00:28.505	40.5
2026-08-24 16:00:29.506	40.5
2026-08-24 16:00:30.506	40.5
2026-08-24 16:00:31.507	40.5
2026-08-24 16:00:32.508	40.5
2026-08-24 16:00:33.509	40.5
2026-08-24 16:00:34.509	40.5
2026-08-24 16:00:35.511	40.5
2026-08-24 16:00:36.511	40.5
2026-08-24 16:00:37.512	40.5
2026-08-24 16:00:38.513	40.5
2026-08-24 16:00:39.514	40.5
2026-08-24 16:00:40.515	40.5
2026-08-24 16:00:41.515	40.5
2026-08-24 16:00:42.516	40.5
2026-08-24 16:00:43.517	40.5
2026-08-24 16:00:44.517	40.5
2026-08-24 16:00:45.518	40.5
2026-08-24 16:00:46.519	40.5
2026-08-24 16:00:47.520	40.5
2026-08-24 16:00:48.521	40.25
2026-08-24 16:00:49.521	40.5
2026-08-24 16:00:50.522	40.25
2026-08-24 16:00:51.523	40.25
2026-08-24 16:00:52.523	40.25
2026-08-24 16:00:53.524	40.25
2026-08-24 16:00:54.525	40.25
